,product_name,ratings,Prices,description
123,SAMSUNG Galaxy Tab S6 Lite With Stylus 4 GB RAM 128 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Gray),4.1,"Rs 36,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 12 | Battery: 7040 mAhVoice Call (Single Sim)Processor: Qualcomm SDM720G (Octa-Core)1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories
124,APPLE iPad (9th Gen) 64 GB ROM 10.2 inch with Wi-Fi Only (Silver),4.5,"Rs 29,900",64 GB ROM25.91 cm (10.2 inch) Display8 MP Primary Camera | 12 MP FrontiOS 15 | Battery: Lithium PolymerProcessor: A13 Bionic Chip with 64-bit Architecture1 Year Warranty
125,Lenovo M8 HD (2nd Gen) 3 GB RAM 32 GB ROM 8 inches with Wi-Fi Only Tablet (Grey),4.5,"Rs 9,499","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB20.32 cm (8 inches) Display8 MP Primary Camera | 2 MP FrontAndroid 9 Pie | Battery: 5000 mAHProcessor: MediaTek Helio A22 (4 Cores, 4 x A53 at 2.0 GHz)1 Year Warranty"
126,SAMSUNG Galaxy Tab S6 Lite With Stylus 4 GB RAM 64 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Blue),4.5,"Rs 31,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 12 | Battery: 7040 mAhProcessor: Qualcomm SDM720G (Octa-Core)1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories
127,APPLE iPad (10th Gen) 64 GB ROM 10.9 inch with Wi-Fi+5G (Blue),4.2,"Rs 55,500",64 GB ROM27.69 cm (10.9 inch) Full HD Display12 MP Primary Camera | 12 MP FrontiPadOS 16 | Battery: Lithium PolymerProcessor: A14 Bionic Chip (64-bit Architecture) with Neural Engine1 Year Limited Hardware Warranty
128,SAMSUNG Galaxy Tab S6 Lite With Stylus 4 GB RAM 64 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Gray),4.7,"Rs 31,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB26.42 cm (10.4 inch) Full HD Display8 MP Primary Camera | 5 MP FrontAndroid 12 | Battery: 7040 mAhProcessor: Qualcomm SDM720G (Octa-Core)1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories
129,Lenovo Tab M8 (2nd Gen) HD 2 GB RAM 32 GB ROM 8 inch with Wi-Fi+4G Tablet (Iron Grey),4.7,"Rs 9,699","2 GB RAM | 32 GB ROM20.32 cm (8 inch) HD Display8 MP Primary Camera | 2 MP FrontAndroid 9.0 (Pie) | Battery: 5000 mAh Lithium PolymerVoice Call (Single Sim)Processor: MediaTek Helio A22 Quad Core (2.0 GHz)1 Year on Tablet, 6 Months on Accessories"
130,APPLE iPad Pro (4th Gen) 256 GB ROM 11.0 inch with Wi-Fi+5G (Space Grey),3.4,"Rs 99,900",256 GB ROM27.94 cm (11.0 inch) Full HD Display12 MP Primary Camera | 12 MP FrontiPadOS 16 | Battery: Lithium PolymerProcessor: Apple M2 chip1 Year Limited Hardware Warranty
131,SAMSUNG Galaxy Tab S8+ With Stylus 8 GB RAM 128 GB ROM 12.4 inch with Wi-Fi+5G Tablet (Silver),4.7,"Rs 86,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB31.5 cm (12.4 inch) Full HD Display13 MP Primary Camera | 12 MP FrontAndroid 12 | Battery: 10090 mAhVoice Call (Single Sim)Processor: Octa-Core1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories
132,I Kall N17 3 GB RAM 32 GB ROM 8 inch with 4G Tablet (Black),4.5,"Rs 7,499",3 GB RAM | 32 GB ROM20.32 cm (8 inch) Display8 MP Primary Camera | 5 MP FrontAndroid 10.0 | Battery: 4000 mAhVoice Call (Dual Sim)12 Months on Tablet and 6 Months On Accessories
133,SAMSUNG Galaxy Tab S8+ With Stylus 8 GB RAM 128 GB ROM 12.4 inch with Wi-Fi Only Tablet (Graphite),4.5,"Rs 73,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB31.5 cm (12.4 inch) Full HD Display13 MP Primary Camera | 12 MP FrontAndroid 12 | Battery: 10090 mAhVoice Call (No Sim)Processor: Octa-Core1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories
134,APPLE iPad (10th Gen) 64 GB ROM 10.9 inch with Wi-Fi+5G (Silver),4.6,"Rs 55,500",64 GB ROM27.69 cm (10.9 inch) Full HD Display12 MP Primary Camera | 12 MP FrontiPadOS 16 | Battery: Lithium PolymerProcessor: A14 Bionic Chip (64-bit Architecture) with Neural Engine1 Year Limited Hardware Warranty
135,APPLE iPad (10th Gen) 256 GB ROM 10.9 inch with Wi-Fi Only (Silver),4.7,"Rs 55,500",256 GB ROM27.69 cm (10.9 inch) Full HD Display12 MP Primary Camera | 12 MP FrontiPadOS 16 | Battery: Lithium PolymerProcessor: A14 Bionic Chip (64-bit Architecture) with Neural Engine1 Year Limited Hardware Warranty
136,APPLE iPad (9th Gen) 256 GB ROM 10.2 inch with Wi-Fi Only (Space Grey),4.1,"Rs 44,900",256 GB ROM25.91 cm (10.2 inch) Display8 MP Primary Camera | 12 MP FrontiOS 15 | Battery: Lithium PolymerProcessor: A13 Bionic Chip with 64-bit Architecture1 Year Warranty
